station,2011,2012,2017,2018,2019
1014,0,3,5,0,40
1019,44,4,100,0,0
1020,2,78,5,0,19
1021,43,77,100,100,16
1024,57,4,16,45,100
1025,2,3,5,12,45
1026,59,48,16,28,2
1029,3,48,100,100,0
1031,0,4,5,0,7
1032,2,1,10,0,21
1036,0,7,10,0,37
1041,0,9,22,0,38
